productdepartment,order_date,productcategory,productname,orderquantity,profit,date,warehouseinventory,inventorycostperunit,month_of_supply
Outdoors,2016-09,Golf Shoes,LIJA Women's Eyelet Sleeveless Golf Polo,5.0,143.0,2016-09,1,1.883,0.2
Outdoors,2016-09,Trade-In,Glove It Imperial Golf Towel,1.0,28.0,2016-09,1,1.009,1.0
Outdoors,2016-09,Trade-In,Glove It Urban Brick Golf Towel,13.0,93.0,2016-09,8,1.747,0.62
Outdoors,2016-09,Trade-In,Glove It Women's Mod Oval 3-Zip Carry All Gol,8.0,129.0,2016-09,11,1.135,1.38
Outdoors,2016-10,Accessories,Team Golf New England Patriots Putter Grip,4.0,110.0,2016-10,3,0.919,0.75
Outdoors,2016-10,Accessories,Team Golf Pittsburgh Steelers Putter Grip,8.0,165.0,2016-10,3,0.503,0.38
Outdoors,2016-10,Accessories,Team Golf San Francisco Giants Putter Grip,8.0,114.0,2016-10,14,0.413,1.75
Outdoors,2016-10,Accessories,Team Golf St. Louis Cardinals Putter Grip,8.0,110.0,2016-10,15,2.06,1.88
Outdoors,2016-10,Accessories,Team Golf Tennessee Volunteers Putter Grip,5.0,60.0,2016-10,3,1.826,0.6
Outdoors,2016-10,Accessories,Team Golf Texas Longhorns Putter Grip,3.0,58.0,2016-10,3,0.427,1.0
Outdoors,2016-10,Electronics,Bridgestone e6 Straight Distance NFL Carolina,9.0,219.0,2016-10,13,2.25,1.44
Outdoors,2016-10,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,11.0,180.0,2016-10,1,1.445,0.09
Outdoors,2016-10,Electronics,Bridgestone e6 Straight Distance NFL Tennesse,5.0,69.0,2016-10,2,2.116,0.4
Outdoors,2016-10,Electronics,Titleist Pro V1 High Numbers Personalized Gol,1.0,100.0,2016-10,1,1.351,1.0
Outdoors,2016-10,Electronics,Titleist Pro V1x Golf Balls,5.0,214.0,2016-10,1,1.253,0.2
Outdoors,2016-10,Electronics,Titleist Pro V1x High Numbers Golf Balls,14.0,416.0,2016-10,22,1.858,1.57
Outdoors,2016-10,Electronics,Titleist Pro V1x High Numbers Personalized Go,7.0,244.0,2016-10,4,0.497,0.57
Outdoors,2016-10,Golf Apparel,Top Flite Women's 2017 XL Hybrid,1.0,47.0,2016-10,0,1.493,0.0
Outdoors,2016-10,Golf Balls,Glove It Women's Imperial Golf Glove,8.0,176.0,2016-10,13,2.15,1.62
Outdoors,2016-10,Golf Balls,Glove It Women's Mod Oval Golf Glove,9.0,141.0,2016-10,12,1.297,1.33
Outdoors,2016-10,Golf Balls,Hirzl Men's Hybrid Golf Glove,3.0,62.0,2016-10,3,1.565,1.0
Outdoors,2016-10,Golf Balls,Hirzl Women's Hybrid Golf Glove,1.0,36.0,2016-10,0,0.784,0.0
Outdoors,2016-10,Golf Gloves,Bag Boy Beverage Holder,6.0,118.0,2016-10,2,1.079,0.33
Outdoors,2016-10,Golf Gloves,Clicgear 8.0 Shoe Brush,5.0,32.0,2016-10,0,1.369,0.0
Outdoors,2016-10,Golf Gloves,Clicgear Rovic Cooler Bag,17.0,348.0,2016-10,30,1.849,1.76
Outdoors,2016-10,Men's Golf Clubs,Merrell Women's Grassbow Sport Waterproof Hik,1.0,60.0,2016-10,0,0.528,0.0
Outdoors,2016-10,Trade-In,Garmin Approach S3 Golf GPS Watch,1.0,121.0,2016-10,0,1.415,0.0
Outdoors,2016-10,Trade-In,Glove It Imperial Golf Towel,6.0,56.0,2016-10,3,0.345,0.5
Outdoors,2016-10,Trade-In,Glove It Urban Brick Golf Towel,7.0,124.0,2016-10,11,1.157,1.57
Outdoors,2016-10,Trade-In,Glove It Women's Mod Oval 3-Zip Carry All Gol,9.0,86.0,2016-10,0,1.367,0.0
Outdoors,2016-11,Accessories,Team Golf New England Patriots Putter Grip,6.0,110.0,2016-11,0,1.426,0.0
Outdoors,2016-11,Accessories,Team Golf Pittsburgh Steelers Putter Grip,9.0,110.0,2016-11,9,1.42,1.0
Outdoors,2016-11,Accessories,Team Golf San Francisco Giants Putter Grip,6.0,171.0,2016-11,3,1.837,0.5
Outdoors,2016-11,Accessories,Team Golf St. Louis Cardinals Putter Grip,4.0,55.0,2016-11,6,0.898,1.5
Outdoors,2016-11,Accessories,Team Golf Tennessee Volunteers Putter Grip,9.0,120.0,2016-11,14,0.547,1.56
Outdoors,2016-11,Accessories,Team Golf Texas Longhorns Putter Grip,2.0,58.0,2016-11,0,1.645,0.0
Outdoors,2016-11,Electronics,Bridgestone e6 Straight Distance NFL Carolina,5.0,146.0,2016-11,8,0.73,1.6
Outdoors,2016-11,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,3.0,120.0,2016-11,3,0.282,1.0
Outdoors,2016-11,Electronics,Bridgestone e6 Straight Distance NFL Tennesse,5.0,138.0,2016-11,1,1.961,0.2
Outdoors,2016-11,Electronics,Titleist Pro V1 High Numbers Personalized Gol,1.0,100.0,2016-11,2,1.716,2.0
Outdoors,2016-11,Electronics,Titleist Pro V1x Golf Balls,12.0,428.0,2016-11,17,2.184,1.42
Outdoors,2016-11,Electronics,Titleist Pro V1x High Numbers Golf Balls,5.0,208.0,2016-11,8,1.331,1.6
Outdoors,2016-11,Electronics,Titleist Pro V1x High Numbers Personalized Go,7.0,488.0,2016-11,12,0.485,1.71
Outdoors,2016-11,Golf Apparel,Top Flite Women's 2017 XL Hybrid,5.0,94.0,2016-11,10,0.589,2.0
Outdoors,2016-11,Golf Balls,Glove It Women's Imperial Golf Glove,7.0,88.0,2016-11,5,0.149,0.71
Outdoors,2016-11,Golf Balls,Glove It Women's Mod Oval Golf Glove,4.0,47.0,2016-11,2,0.358,0.5
Outdoors,2016-11,Golf Balls,Hirzl Women's Soffft Flex Golf Glove,1.0,42.0,2016-11,1,1.292,1.0
Outdoors,2016-11,Golf Gloves,Clicgear 8.0 Shoe Brush,8.0,48.0,2016-11,13,1.327,1.62
Outdoors,2016-11,Golf Shoes,LIJA Women's Eyelet Sleeveless Golf Polo,8.0,429.0,2016-11,15,1.604,1.88
Outdoors,2016-11,Trade-In,Glove It Imperial Golf Towel,7.0,56.0,2016-11,5,0.103,0.71
Outdoors,2016-11,Trade-In,Glove It Women's Mod Oval 3-Zip Carry All Gol,5.0,43.0,2016-11,8,1.252,1.6
Outdoors,2016-12,Accessories,Team Golf New England Patriots Putter Grip,7.0,110.0,2016-12,8,0.647,1.14
Outdoors,2016-12,Accessories,Team Golf San Francisco Giants Putter Grip,1.0,57.0,2016-12,0,0.669,0.0
Outdoors,2016-12,Accessories,Team Golf St. Louis Cardinals Putter Grip,16.0,220.0,2016-12,5,1.901,0.31
Outdoors,2016-12,Accessories,Team Golf Tennessee Volunteers Putter Grip,11.0,300.0,2016-12,8,2.041,0.73
Outdoors,2016-12,Accessories,Team Golf Texas Longhorns Putter Grip,8.0,116.0,2016-12,4,0.356,0.5
Outdoors,2016-12,Electronics,Bridgestone e6 Straight Distance NFL Carolina,2.0,73.0,2016-12,4,1.152,2.0
Outdoors,2016-12,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,10.0,180.0,2016-12,9,2.14,0.9
Outdoors,2016-12,Electronics,Titleist Pro V1x Golf Balls,5.0,214.0,2016-12,8,0.201,1.6
Outdoors,2016-12,Electronics,Titleist Pro V1x High Numbers Golf Balls,3.0,104.0,2016-12,1,1.261,0.33
Outdoors,2016-12,Electronics,Titleist Pro V1x High Numbers Personalized Go,3.0,122.0,2016-12,3,1.978,1.0
Outdoors,2016-12,Golf Apparel,Top Flite Women's 2017 XL Hybrid,5.0,47.0,2016-12,8,0.409,1.6
Outdoors,2016-12,Golf Balls,Glove It Women's Imperial Golf Glove,10.0,132.0,2016-12,17,1.163,1.7
Outdoors,2016-12,Golf Balls,Glove It Women's Mod Oval Golf Glove,8.0,188.0,2016-12,9,1.203,1.12
Outdoors,2016-12,Golf Balls,Hirzl Men's Hybrid Golf Glove,3.0,31.0,2016-12,6,0.484,2.0
Outdoors,2016-12,Golf Balls,Hirzl Women's Hybrid Golf Glove,6.0,72.0,2016-12,9,0.122,1.5
Outdoors,2016-12,Golf Gloves,Bag Boy Beverage Holder,2.0,59.0,2016-12,0,1.659,0.0
Outdoors,2016-12,Golf Gloves,Clicgear Rovic Cooler Bag,5.0,87.0,2016-12,0,1.209,0.0
Outdoors,2016-12,Golf Shoes,LIJA Women's Eyelet Sleeveless Golf Polo,6.0,286.0,2016-12,10,1.012,1.67
Outdoors,2016-12,Kids' Golf Clubs,Fitbit The One Wireless Activity & Sleep Trac,2.0,117.0,2016-12,1,2.249,0.5
Outdoors,2016-12,Trade-In,Glove It Imperial Golf Towel,7.0,112.0,2016-12,3,1.08,0.43
Outdoors,2016-12,Trade-In,Glove It Urban Brick Golf Towel,2.0,31.0,2016-12,3,1.854,1.5
Outdoors,2016-12,Trade-In,Glove It Women's Mod Oval 3-Zip Carry All Gol,9.0,129.0,2016-12,17,1.377,1.89
Outdoors,2017-01,Accessories,Team Golf Pittsburgh Steelers Putter Grip,4.0,55.0,2017-01,1,0.95,0.25
Outdoors,2017-01,Accessories,Team Golf San Francisco Giants Putter Grip,2.0,57.0,2017-01,0,1.185,0.0
Outdoors,2017-01,Accessories,Team Golf Tennessee Volunteers Putter Grip,5.0,120.0,2017-01,7,1.056,1.4
Outdoors,2017-01,Accessories,Team Golf Texas Longhorns Putter Grip,1.0,58.0,2017-01,1,1.332,1.0
Outdoors,2017-01,Electronics,Bridgestone e6 Straight Distance NFL Carolina,5.0,73.0,2017-01,1,1.776,0.2
Outdoors,2017-01,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,8.0,180.0,2017-01,6,1.83,0.75
Outdoors,2017-01,Electronics,Bridgestone e6 Straight Distance NFL Tennesse,4.0,69.0,2017-01,6,0.414,1.5
Outdoors,2017-01,Electronics,Titleist Pro V1x Golf Balls,1.0,107.0,2017-01,0,0.453,0.0
Outdoors,2017-01,Electronics,Titleist Pro V1x High Numbers Golf Balls,4.0,104.0,2017-01,2,0.796,0.5
Outdoors,2017-01,Electronics,Titleist Pro V1x High Numbers Personalized Go,14.0,610.0,2017-01,10,0.508,0.71
Outdoors,2017-01,Golf Balls,Glove It Women's Imperial Golf Glove,13.0,132.0,2017-01,23,1.426,1.77
Outdoors,2017-01,Golf Balls,Glove It Women's Mod Oval Golf Glove,8.0,94.0,2017-01,14,2.245,1.75
Outdoors,2017-01,Golf Balls,Hirzl Men's Hybrid Golf Glove,5.0,62.0,2017-01,6,0.112,1.2
Outdoors,2017-01,Golf Balls,Hirzl Women's Soffft Flex Golf Glove,11.0,168.0,2017-01,21,0.366,1.91
Outdoors,2017-01,Golf Gloves,Clicgear 8.0 Shoe Brush,2.0,16.0,2017-01,1,1.609,0.5
Outdoors,2017-01,Golf Gloves,Clicgear Rovic Cooler Bag,8.0,174.0,2017-01,7,1.06,0.88
Outdoors,2017-01,Golf Shoes,LIJA Women's Eyelet Sleeveless Golf Polo,7.0,286.0,2017-01,9,1.158,1.29
Outdoors,2017-01,Kids' Golf Clubs,Mio ALPHA Heart Rate Monitor/Sport Watch,1.0,96.0,2017-01,1,0.838,1.0
Outdoors,2017-01,Men's Golf Clubs,Merrell Men's All Out Flash Trail Running Sho,1.0,53.0,2017-01,1,0.305,1.0
Outdoors,2017-01,Trade-In,Glove It Imperial Golf Towel,3.0,28.0,2017-01,6,0.891,2.0
Outdoors,2017-01,Trade-In,Glove It Urban Brick Golf Towel,2.0,62.0,2017-01,2,1.992,1.0
Outdoors,2017-01,Trade-In,Glove It Women's Mod Oval 3-Zip Carry All Gol,6.0,86.0,2017-01,6,0.859,1.0
Outdoors,2017-02,Accessories,Team Golf New England Patriots Putter Grip,6.0,110.0,2017-02,2,1.875,0.33
Outdoors,2017-02,Accessories,Team Golf Pittsburgh Steelers Putter Grip,2.0,110.0,2017-02,1,0.829,0.5
Outdoors,2017-02,Accessories,Team Golf San Francisco Giants Putter Grip,6.0,114.0,2017-02,2,1.505,0.33
Outdoors,2017-02,Accessories,Team Golf St. Louis Cardinals Putter Grip,2.0,55.0,2017-02,0,1.834,0.0
Outdoors,2017-02,Accessories,Team Golf Tennessee Volunteers Putter Grip,13.0,240.0,2017-02,8,1.665,0.62
Outdoors,2017-02,Accessories,Team Golf Texas Longhorns Putter Grip,3.0,58.0,2017-02,6,0.231,2.0
Outdoors,2017-02,Electronics,Bridgestone e6 Straight Distance NFL Carolina,4.0,73.0,2017-02,8,1.844,2.0
Outdoors,2017-02,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,3.0,60.0,2017-02,3,1.715,1.0
Outdoors,2017-02,Electronics,Bridgestone e6 Straight Distance NFL Tennesse,4.0,138.0,2017-02,1,1.507,0.25
Outdoors,2017-02,Electronics,Titleist Pro V1 High Numbers Personalized Gol,12.0,300.0,2017-02,11,1.334,0.92
Outdoors,2017-02,Electronics,Titleist Pro V1x Golf Balls,6.0,214.0,2017-02,11,1.566,1.83
Outdoors,2017-02,Electronics,Titleist Pro V1x High Numbers Golf Balls,1.0,104.0,2017-02,0,2.236,0.0
Outdoors,2017-02,Golf Apparel,Top Flite Women's 2017 XL Hybrid,11.0,141.0,2017-02,21,2.137,1.91
Outdoors,2017-02,Golf Balls,Glove It Women's Mod Oval Golf Glove,13.0,188.0,2017-02,23,1.209,1.77
Outdoors,2017-02,Golf Balls,Hirzl Men's Hybrid Golf Glove,10.0,62.0,2017-02,12,1.995,1.2
Outdoors,2017-02,Golf Balls,Hirzl Women's Hybrid Golf Glove,6.0,108.0,2017-02,2,1.231,0.33
Outdoors,2017-02,Golf Balls,Hirzl Women's Soffft Flex Golf Glove,6.0,84.0,2017-02,4,0.655,0.67
Outdoors,2017-02,Golf Gloves,Bag Boy Beverage Holder,4.0,118.0,2017-02,0,1.262,0.0
Outdoors,2017-02,Golf Gloves,Clicgear Rovic Cooler Bag,2.0,174.0,2017-02,1,0.581,0.5
Outdoors,2017-02,Golf Shoes,LIJA Women's Eyelet Sleeveless Golf Polo,9.0,286.0,2017-02,14,2.296,1.56
Outdoors,2017-02,Kids' Golf Clubs,Fitbit The One Wireless Activity & Sleep Trac,3.0,117.0,2017-02,2,1.001,0.67
Outdoors,2017-02,Kids' Golf Clubs,Polar FT4 Heart Rate Monitor,5.0,173.0,2017-02,0,1.334,0.0
Outdoors,2017-02,Men's Golf Clubs,Merrell Women's Siren Mid Waterproof Hiking B,1.0,59.0,2017-02,1,1.043,1.0
Outdoors,2017-02,Trade-In,Glove It Urban Brick Golf Towel,4.0,31.0,2017-02,7,1.627,1.75
Outdoors,2017-02,Trade-In,Glove It Women's Mod Oval 3-Zip Carry All Gol,2.0,43.0,2017-02,0,0.59,0.0
Outdoors,2017-03,Accessories,Team Golf New England Patriots Putter Grip,3.0,55.0,2017-03,3,0.804,1.0
Outdoors,2017-03,Accessories,Team Golf Pittsburgh Steelers Putter Grip,1.0,55.0,2017-03,1,1.288,1.0
Outdoors,2017-03,Accessories,Team Golf San Francisco Giants Putter Grip,10.0,171.0,2017-03,15,2.112,1.5
Outdoors,2017-03,Accessories,Team Golf St. Louis Cardinals Putter Grip,2.0,55.0,2017-03,2,0.181,1.0
Outdoors,2017-03,Accessories,Team Golf Tennessee Volunteers Putter Grip,2.0,60.0,2017-03,3,0.428,1.5
Outdoors,2017-03,Electronics,Bridgestone e6 Straight Distance NFL Carolina,6.0,219.0,2017-03,5,0.342,0.83
Outdoors,2017-03,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,4.0,120.0,2017-03,3,0.332,0.75
Outdoors,2017-03,Electronics,Bridgestone e6 Straight Distance NFL Tennesse,2.0,69.0,2017-03,2,1.245,1.0
Outdoors,2017-03,Electronics,Titleist Pro V1 High Numbers Personalized Gol,4.0,100.0,2017-03,1,0.257,0.25
Outdoors,2017-03,Electronics,Titleist Pro V1x Golf Balls,13.0,535.0,2017-03,18,2.248,1.38
Outdoors,2017-03,Electronics,Titleist Pro V1x High Numbers Golf Balls,8.0,208.0,2017-03,14,1.661,1.75
Outdoors,2017-03,Golf Balls,Glove It Women's Imperial Golf Glove,4.0,88.0,2017-03,1,1.385,0.25
Outdoors,2017-03,Golf Balls,Hirzl Men's Hybrid Golf Glove,3.0,31.0,2017-03,0,2.326,0.0
Outdoors,2017-03,Golf Balls,Hirzl Women's Hybrid Golf Glove,2.0,36.0,2017-03,4,1.939,2.0
Outdoors,2017-03,Golf Balls,Hirzl Women's Soffft Flex Golf Glove,3.0,42.0,2017-03,5,2.119,1.67
Outdoors,2017-03,Golf Gloves,Bag Boy Beverage Holder,6.0,118.0,2017-03,11,1.193,1.83
Outdoors,2017-03,Golf Gloves,Bag Boy M330 Push Cart,5.0,188.0,2017-03,9,1.77,1.8
Outdoors,2017-03,Golf Gloves,Clicgear 8.0 Shoe Brush,5.0,16.0,2017-03,3,0.825,0.6
Outdoors,2017-03,Golf Gloves,Clicgear Rovic Cooler Bag,8.0,174.0,2017-03,14,0.309,1.75
Outdoors,2017-03,Golf Gloves,Titleist Small Wheeled Travel Cover,1.0,112.0,2017-03,2,1.964,2.0
Outdoors,2017-03,Golf Shoes,LIJA Women's Button Golf Dress,1.0,48.0,2017-03,0,2.298,0.0
Outdoors,2017-03,Golf Shoes,LIJA Women's Eyelet Sleeveless Golf Polo,2.0,143.0,2017-03,3,1.034,1.5
Outdoors,2017-03,Golf Shoes,LIJA Women's Mid-Length Panel Golf Shorts,6.0,242.0,2017-03,0,2.023,0.0
Outdoors,2017-03,Kids' Golf Clubs,Fitbit The One Wireless Activity & Sleep Trac,2.0,117.0,2017-03,2,1.529,1.0
Outdoors,2017-03,Trade-In,Glove It Imperial Golf Towel,7.0,56.0,2017-03,8,1.062,1.14
Outdoors,2017-03,Trade-In,Glove It Urban Brick Golf Towel,5.0,31.0,2017-03,6,2.128,1.2
Outdoors,2017-03,Trade-In,Glove It Women's Mod Oval 3-Zip Carry All Gol,8.0,86.0,2017-03,10,1.03,1.25
Outdoors,2017-04,Accessories,Team Golf New England Patriots Putter Grip,3.0,110.0,2017-04,6,2.285,2.0
Outdoors,2017-04,Accessories,Team Golf Pittsburgh Steelers Putter Grip,8.0,110.0,2017-04,6,2.115,0.75
Outdoors,2017-04,Accessories,Team Golf San Francisco Giants Putter Grip,11.0,171.0,2017-04,20,0.204,1.82
Outdoors,2017-04,Accessories,Team Golf Tennessee Volunteers Putter Grip,1.0,60.0,2017-04,0,1.163,0.0
Outdoors,2017-04,Accessories,Team Golf Texas Longhorns Putter Grip,1.0,58.0,2017-04,1,0.631,1.0
Outdoors,2017-04,Electronics,Bridgestone e6 Straight Distance NFL Carolina,2.0,146.0,2017-04,2,1.441,1.0
Outdoors,2017-04,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,6.0,120.0,2017-04,7,1.862,1.17
Outdoors,2017-04,Electronics,Titleist Pro V1 High Numbers Personalized Gol,2.0,100.0,2017-04,2,1.82,1.0
Outdoors,2017-04,Electronics,Titleist Pro V1x Golf Balls,5.0,107.0,2017-04,0,0.884,0.0
Outdoors,2017-04,Golf Apparel,TaylorMade Women's RBZ SL Rescue,1.0,63.0,2017-04,1,1.658,1.0
Outdoors,2017-04,Golf Apparel,Top Flite Women's 2017 XL Hybrid,4.0,94.0,2017-04,0,2.29,0.0
Outdoors,2017-04,Golf Bags & Carts,Ogio Race Golf Shoes,1.0,82.0,2017-04,0,0.696,0.0
Outdoors,2017-04,Golf Balls,Glove It Women's Mod Oval Golf Glove,11.0,235.0,2017-04,16,0.318,1.45
Outdoors,2017-04,Golf Balls,Hirzl Women's Hybrid Golf Glove,1.0,36.0,2017-04,2,1.24,2.0
Outdoors,2017-04,Golf Balls,Hirzl Women's Soffft Flex Golf Glove,4.0,126.0,2017-04,6,1.774,1.5
Outdoors,2017-04,Golf Gloves,Bag Boy M330 Push Cart,4.0,188.0,2017-04,6,2.159,1.5
Outdoors,2017-04,Golf Gloves,Clicgear 8.0 Shoe Brush,4.0,32.0,2017-04,6,1.744,1.5
Outdoors,2017-04,Golf Gloves,Clicgear Rovic Cooler Bag,7.0,174.0,2017-04,1,0.314,0.14
Outdoors,2017-04,Golf Gloves,TaylorMade 2017 Purelite Stand Bag,3.0,255.0,2017-04,6,1.423,2.0
Outdoors,2017-04,Golf Gloves,Titleist Small Wheeled Travel Cover,1.0,112.0,2017-04,0,2.012,0.0
Outdoors,2017-04,Golf Shoes,LIJA Women's Eyelet Sleeveless Golf Polo,2.0,143.0,2017-04,1,1.438,0.5
Outdoors,2017-04,Kids' Golf Clubs,Mio ALPHA Heart Rate Monitor/Sport Watch,1.0,96.0,2017-04,0,1.771,0.0
Outdoors,2017-04,Kids' Golf Clubs,Polar FT4 Heart Rate Monitor,5.0,173.0,2017-04,0,1.021,0.0
Outdoors,2017-04,Kids' Golf Clubs,Polar Loop Activity Tracker,3.0,162.0,2017-04,5,0.865,1.67
Outdoors,2017-04,Men's Golf Clubs,Merrell Men's All Out Flash Trail Running Sho,1.0,53.0,2017-04,0,0.954,0.0
Outdoors,2017-04,Men's Golf Clubs,Merrell Women's Grassbow Sport Hiking Shoe,3.0,235.0,2017-04,0,0.571,0.0
Outdoors,2017-04,Men's Golf Clubs,Merrell Women's Grassbow Sport Waterproof Hik,1.0,60.0,2017-04,1,2.083,1.0
Outdoors,2017-04,Men's Golf Clubs,Merrell Women's Siren Mid Waterproof Hiking B,1.0,59.0,2017-04,2,1.429,2.0
Outdoors,2017-04,Trade-In,Glove It Imperial Golf Towel,2.0,28.0,2017-04,1,1.997,0.5
Outdoors,2017-04,Women's Golf Clubs,MDGolf Pittsburgh Penguins Putter,4.0,158.0,2017-04,7,1.067,1.75
Outdoors,2017-05,Electronics,Titleist Pro V1x Golf Balls,1.0,107.0,2017-05,2,2.32,2.0
Outdoors,2017-05,Golf Apparel,Cleveland Golf Women's 588 RTX CB Satin Chrom,1.0,31.0,2017-05,1,1.078,1.0
Outdoors,2017-05,Golf Apparel,TaylorMade Women's RBZ SL Rescue,1.0,63.0,2017-05,0,0.172,0.0
Outdoors,2017-05,Golf Apparel,Top Flite Women's 2017 XL Hybrid,2.0,47.0,2017-05,0,0.608,0.0
Outdoors,2017-05,Golf Bags & Carts,Ogio Race Golf Shoes,3.0,246.0,2017-05,1,2.004,0.33
Outdoors,2017-05,Golf Gloves,Bag Boy M330 Push Cart,8.0,564.0,2017-05,8,0.707,1.0
Outdoors,2017-05,Golf Gloves,TaylorMade 2017 Purelite Stand Bag,3.0,255.0,2017-05,5,2.011,1.67
Outdoors,2017-05,Golf Gloves,Titleist Small Wheeled Travel Cover,1.0,112.0,2017-05,0,1.807,0.0
Outdoors,2017-05,Golf Shoes,LIJA Women's Argyle Golf Polo,10.0,536.0,2017-05,7,2.302,0.7
Outdoors,2017-05,Golf Shoes,LIJA Women's Button Golf Dress,3.0,144.0,2017-05,4,1.683,1.33
Outdoors,2017-05,Golf Shoes,LIJA Women's Mid-Length Panel Golf Shorts,6.0,242.0,2017-05,0,0.18,0.0
Outdoors,2017-05,Kids' Golf Clubs,Fitbit The One Wireless Activity & Sleep Trac,7.0,234.0,2017-05,8,2.189,1.14
Outdoors,2017-05,Kids' Golf Clubs,GolfBuddy VT3 GPS Watch,2.0,126.0,2017-05,0,1.992,0.0
Outdoors,2017-05,Kids' Golf Clubs,Polar FT4 Heart Rate Monitor,3.0,173.0,2017-05,3,1.398,1.0
Outdoors,2017-05,Men's Golf Clubs,Merrell Men's All Out Flash Trail Running Sho,6.0,318.0,2017-05,9,0.254,1.5
Outdoors,2017-05,Men's Golf Clubs,Merrell Women's Grassbow Sport Hiking Shoe,2.0,235.0,2017-05,0,0.945,0.0
Outdoors,2017-05,Men's Golf Clubs,Merrell Women's Grassbow Sport Waterproof Hik,1.0,60.0,2017-05,1,1.227,1.0
Outdoors,2017-05,Men's Golf Clubs,Merrell Women's Siren Mid Waterproof Hiking B,3.0,177.0,2017-05,4,0.309,1.33
Outdoors,2017-05,Trade-In,Garmin Approach S3 Golf GPS Watch,2.0,242.0,2017-05,0,1.33,0.0
Outdoors,2017-05,Trade-In,Glove It Imperial Golf Towel,4.0,28.0,2017-05,3,0.723,0.75
Outdoors,2017-05,Women's Golf Clubs,Cleveland Golf Collegiate My Custom Wedge 588,3.0,291.0,2017-05,4,0.852,1.33
Outdoors,2017-05,Women's Golf Clubs,MDGolf Pittsburgh Penguins Putter,6.0,316.0,2017-05,8,1.197,1.33
Outdoors,2017-05,Women's Golf Clubs,TaylorMade White Smoke IN-12 Putter,2.0,178.0,2017-05,1,2.128,0.5
Outdoors,2017-06,Electronics,Titleist Pro V1x High Numbers Golf Balls,1.0,104.0,2017-06,2,1.341,2.0
Outdoors,2017-06,Golf Apparel,Cleveland Golf Women's 588 RTX CB Satin Chrom,1.0,31.0,2017-06,2,2.29,2.0
Outdoors,2017-06,Golf Apparel,TaylorMade Women's RBZ SL Rescue,2.0,126.0,2017-06,1,1.718,0.5
Outdoors,2017-06,Golf Apparel,Top Flite Women's 2017 XL Hybrid,2.0,94.0,2017-06,2,0.513,1.0
Outdoors,2017-06,Golf Bags & Carts,Ogio Race Golf Shoes,1.0,82.0,2017-06,2,0.561,2.0
Outdoors,2017-06,Golf Balls,Glove It Women's Mod Oval Golf Glove,1.0,47.0,2017-06,0,1.442,0.0
Outdoors,2017-06,Golf Gloves,Bag Boy Beverage Holder,1.0,59.0,2017-06,0,1.761,0.0
Outdoors,2017-06,Golf Gloves,Bag Boy M330 Push Cart,3.0,376.0,2017-06,0,1.691,0.0
Outdoors,2017-06,Golf Gloves,Clicgear 8.0 Shoe Brush,3.0,32.0,2017-06,0,0.371,0.0
Outdoors,2017-06,Golf Gloves,TaylorMade 2017 Purelite Stand Bag,3.0,255.0,2017-06,1,1.057,0.33
Outdoors,2017-06,Golf Gloves,Titleist Club Glove Travel Cover,2.0,282.0,2017-06,3,0.585,1.5
Outdoors,2017-06,Golf Shoes,LIJA Women's Argyle Golf Polo,10.0,536.0,2017-06,15,2.155,1.5
Outdoors,2017-06,Golf Shoes,LIJA Women's Button Golf Dress,3.0,144.0,2017-06,6,2.201,2.0
Outdoors,2017-06,Golf Shoes,LIJA Women's Mid-Length Panel Golf Shorts,2.0,121.0,2017-06,2,2.162,1.0
Outdoors,2017-06,Kids' Golf Clubs,Fitbit The One Wireless Activity & Sleep Trac,2.0,117.0,2017-06,4,0.268,2.0
Outdoors,2017-06,Kids' Golf Clubs,GolfBuddy VT3 GPS Watch,2.0,126.0,2017-06,1,1.073,0.5
Outdoors,2017-06,Kids' Golf Clubs,Mio ALPHA Heart Rate Monitor/Sport Watch,2.0,192.0,2017-06,0,1.039,0.0
Outdoors,2017-06,Kids' Golf Clubs,Polar FT4 Heart Rate Monitor,9.0,346.0,2017-06,4,1.327,0.44
Outdoors,2017-06,Kids' Golf Clubs,Polar Loop Activity Tracker,3.0,162.0,2017-06,3,2.001,1.0
Outdoors,2017-06,Men's Golf Clubs,Merrell Men's All Out Flash Trail Running Sho,6.0,318.0,2017-06,0,1.122,0.0
Outdoors,2017-06,Men's Golf Clubs,Merrell Women's Grassbow Sport Hiking Shoe,12.0,705.0,2017-06,18,1.842,1.5
Outdoors,2017-06,Men's Golf Clubs,Merrell Women's Grassbow Sport Waterproof Hik,2.0,120.0,2017-06,2,1.871,1.0
Outdoors,2017-06,Trade-In,Glove It Urban Brick Golf Towel,1.0,31.0,2017-06,1,1.484,1.0
Outdoors,2017-06,Trade-In,Glove It Women's Mod Oval 3-Zip Carry All Gol,1.0,43.0,2017-06,1,0.197,1.0
Outdoors,2017-06,Women's Golf Clubs,Cleveland Golf Collegiate My Custom Wedge 588,2.0,194.0,2017-06,0,2.075,0.0
Outdoors,2017-06,Women's Golf Clubs,MDGolf Pittsburgh Penguins Putter,4.0,158.0,2017-06,0,1.91,0.0
